name,location,phone,email,website,curriculum,languages,age_groups,schools_served
Little Smiles Childcare Centre - In-Home Multi-Age Child Care,7983 Prince Albert Street,778-321-3246,kasthu_123@hotmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Little Star Licensed Family Child Care,2016 East 1st Avenue,604-253-4255,aliya2016@hotmail.com,,,English; Urdu; Punjabi,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Little Stars Childcare Center E58th,969 East 58th Avenue,778-889-9654,jamesmarshal@hotmail.com,,,English,0 - 18 mo; 19 - 36 mo,
Little Stars Childcare Centre,143 East 64th Avenue,778-829-9650,jamesmashal@hotmail.com,,,English,2.5 - 5 yrs,
Little Sunshine In-Home Multi-Age Child Care,120 West 62nd Avenue,604-327-8008,michelle8008@gmail.com,,,English; Mandarin; Cantonese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Sexsmith
Little Wonders In-Home Multi-Age Child Care,2543 East 8th Avenue,604-565-6900,edithwf@hotmail.com,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Lobat's Place Licensed Family Child Care,3175 West 14th Avenue,604-719-6798,lobatreisifard@gmail.com,,,English; Farsi,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Carnarvon
Lord Roberts YMCA Kids Club,1100 Bidwell Street,604-683-4401,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Roberts
Lord Tennyson Out of School Care,2650 Maple Street,604-733-5111,lordtennysonoutofschoolcare@gmail.com,,,English; Mandarin; Punjabi; Italian,5 - 12 yrs,Tennyson
Los Patitos In-Home Multi-Age Child Care,185 West 45th Avenue,604-323-3723,lospatitoslc@gmail.com,,,English; Spanish,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Love Joy Peace Licensed Family Child Care,8236 French Street,604-876-9943,Annawmso@gmail.com,,,English; Mandarin; Cantonese,0 - 18 mo; 19 - 36 mo,
Lovely Angels In-Home Multi-Age Child Care,4947 Manor Street,778-689-3484,changrebe@gmail.com,,,English; Korean,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Lovey's Little Angels Day Care In-Home Multi-Age Child Care,5761 Chester Street,604-215-2214,lovey_bains@yahoo.ca,,,Punjabi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Lu's Child Care,,604-710-1861,,,,English; Spanish,2.5 - 5 yrs,
Ma Montessori Dayare & Preschool,3078 Renfrew Street,236-986-9760,rmc.mamontessori@gmail.com,,Montessori,English; Spanish,2.5 - 5 yrs,St. Judes
MacKenzie YMCA Kids Club,960 East 39th Avenue,604-321-4802,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English; French,5 - 12 yrs,Mackenzie
Madrona School Society,2064 West 10th Avenue,604-499-7303,info@madronaschool.com,madronaschool.com,,English,5 - 12 yrs,Madrona Independent School
MaHa Licensed Family Child Care,2988 East 52nd Avenue,778-968-5899,ice.0304@hotmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Malkin Park YMCA Outdoor Adventures,3250 West 43rd Avenue,604-362-4952,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Kerrisdale Annex
Maple Childcare Centre - Kitsilano Neighbourhood House,1530 Maple Street,604-736-3588,amandag@kitshouse.org,kitshouse.org,,English,2.5 - 5 yrs,
Maple Childcare Centre - Kitsilano Neighbourhood House (Infant & Toddler),1530 Maple Street,604-736-3588,amandag@kitshouse.org,kitshouse.org,,English,0 - 18 mo; 19 - 36 mo,
Maple Grove YMCA Kids Club (School Age on School Grounds),1924 West 45th Avenue,604-363-7346,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Maple Grove
Maple House Academy,2979 West 41st Avenue,604-275-6666,info.mhchildcare@gmail.com,,Montessori; Reggio Inspired,English; Mandarin; Cantonese,0 - 18 mo; 19 - 36 mo,
Maple Pathway Childcare Centre,1329 Balfour Ave,778-434-5150,info@maplepathwaychildcare.com,maplepathwaychildcare.com,,English,5 - 12 yrs; 2.5 - 5 yrs,
Maquinna YMCA Kids Club,2684 East 2nd Avenue,778-960-6427,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Maquinna
Marguerite Out of School Care,4250 Marguerite Street,604-713-5960,mosc_coordinator@lmnhs.bc.ca,,,English,5 - 12 yrs,Shaughnessy
Marpole Montessori Preschool,1296 West 67th Avenue,604-266-1091,bilingualmontessori@hotmail.com,,Montessori,English; Mandarin; French; Cantonese,2.5 - 5 yrs,
Marpole Neighborhood House Child Care and Early Learning Centre (Infant/Toddler),1338 West 67th Avenue,604-628-5663,community@marpolenh.org,marpolenh.org,,English,0 - 18 mo; 19 - 36 mo,
Marpole Neighbourhood House Child Care and Early Learning Centre (30 Months to School Age),1338 West 67th Avenue,604-628-5663,community@marpolenh.org,marpolenh.org,,English,2.5 - 5 yrs,
Marpole Neighbourhood House Child Care and Early Learning Centre (School Age),1338 West 67th Avenue,604-628-5663,community@marpolenh.org,marpolenh.org,,English,5 - 12 yrs,Lloyd George
Marpole Oakridge Family Place Society,8188 Lord Street,604-263-1405,info@mofp.org,mofp.org/basc-program-details/,,English,5 - 12 yrs,Laurier
Marpole Oakridge Family Place Society (MOFP),8188 Lord Street,604-263-1405,tracyb@mofp.org,,,English,2.5 - 5 yrs,
Martha's Licensed Family Child Care,7731 Montcalm Street,604-327-2451,martha.g2617@gmail.com,,,English; Greek; Albanian,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Lloyd George
Marzanna's Montessori Preschool,4824 Commercial Street,604-871-0620,Marzenabis@yahoo.com,,Montessori,English; Mandarin; French; Cantonese; Polish,2.5 - 5 yrs,
Maternelle 4 ans Queen Elizabeth Annex,4275 Crown Street,604-713-5482,,,,English; French,2.5 - 5 yrs,
McGregor Child Care Centre - Over Three,1155 East Broadway,778-783-5147,mcgregorccs@outlook.com,,Play Based,English; Spanish; Tagalog; Cantonese,2.5 - 5 yrs,
McGregor Child Care Centre (Infant/Toddler),1155 East Broadway,778-783-5147,mcgregorccs@outlook.com,,Reggio Inspired,English; Spanish; Tagalog; Cantonese,19 - 36 mo,
Meraki Learning Centre Licensed Family Child Care,4147 West 15th Avenue,604-225-8383,danae.spittel@gmail.com,,,English,2.5 - 5 yrs,
Meta Montessori House,3405 Worthington Drive,604-620-6347,phuong@metamontessori.com,metamontessori.com,Montessori,English,2.5 - 5 yrs,
Mini Meadow Childcare,2773 East 46th Avenue,604-568-1111,minimeadowedu@gmail.com,minimeadowedu.ca,,English,2.5 - 5 yrs,
Mini Scholars Child Care (Multi-Age),3429 Oxford Street,604-336-0609,info@minischolarschildcare.ca,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Mis Amiguitos Licensed Family Child Care,#9-3550 Adanac Street,604-732-6663,mercedesrovi@hotmail.com,,,English; Spanish,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
MM Learning INC Victoria 61,2043 East 61st Avenue,778-895-3185,moberlychildcare@outlook.com,,,English,0 - 18 mo; 19 - 36 mo,
MM Learning Inc. Fraserview,2228 Fraserview Dr,778-895-3185,moberlychildcare@outlok.com,,,English,0 - 18 mo; 19 - 36 mo,
Moberly Childcare Centre,6905 Victoria Drive,778-895-3185,madeehaqaisar@hotmail.com,,,English,0 - 18 mo; 19 - 36 mo,
Moberly Childcare Centre,1052 East 61st Avenue,778-895-3185,madeehask@hotmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Moberly Childcare Centre Inc. Prince Albert,7751 Prince Albert Street,778-895-3185,moberlychildcare@outlook.com,,,English,0 - 18 mo; 19 - 36 mo,
Moberly Childcare Learning Centre,700 East 59th Avenue,778-955-2743,moberlychildcare@outlook.com,,,English,0 - 18 mo; 19 - 36 mo,
Moloo's Learning Centre,1356 East 35th Avenue,778-955-2743,info@molooslearning.ca,,,English,0 - 18 mo; 19 - 36 mo,
Momiji Japanese School,4010 Victoria Drive,604-874-7014,momijischool@hotmail.com,momijischool.com/,,English; Japanese,2.5 - 5 yrs,
Monarch Montessori Academy,2079 West 30th Avenue,604-563-9511,info@monarchmontessori.ca,monarchmontessori.ca/,Montessori,English,2.5 - 5 yrs,
Monarch Montessori School,4405 West 8th Avenue,604-563-9511,info@monarchmontessori.ca,monarchmontessori.ca,Montessori,English,2.5 - 5 yrs,
Monkey Tree Montessori Preschool,1394 Nanaimo Street,604-677-8339,monkeytreemontessori@gmail.com,monkeytreemontessori.com/,Montessori,English,2.5 - 5 yrs,
Monkeying Around Licensed Family Child Care,214-1267 Marinaside Crescent,604-669-3127,jeja.mita@gmail.com,,,English; Serbian,0 - 18 mo; 19 - 36 mo,
Montessori and More Learning Centre,2475 Franklin Street,604-312-0365,admin@montessoriandmore.ca,montessoriandmore.ca,Montessori,English,2.5 - 5 yrs,
Montessori Bambini Licensed Family Child Care,#101 - 1516 Burnaby Street,778-997-2554,montessoribambini.fcc@gmail.com,,Montessori,English; German; Serbo-Croatian,2.5 - 5 yrs; 19 - 36 mo,
Montessori Children's House,6858 Fraser Street,604-322-5197,kayahern@telus.net,,Montessori,English; Punjabi; French; Cantonese,2.5 - 5 yrs,
Montessori World Daycare,75 East 43rd Avenue,604-325-3301,,montessoriworld.ca,Montessori,English; Mandarin; French; Cantonese,2.5 - 5 yrs,
Mosaic Montessori Preschool,2268 Bayswater Street,604-734-1619,info@mosaicmontessorischool.com,mosaicmontessorischool.com,Montessori,English,2.5 - 5 yrs,
Mount Pleasant NBH House Daycare,800 East Broadway,604-879-8208,daycare@mpnh.org,,,English; Mandarin; Tamil,2.5 - 5 yrs,
Mount Pleasant NBH House Florence Nightingale Elementary Before and After School Care,2740 Guelph Street,604-910-8201,daycare@mpnh.org,mpnh.org,,English,5 - 12 yrs,Nightingale
Mount Pleasant NBH Preschool,800 East Broadway,604-879-8208,mhok@mpnh.org,,Play Based,English; Mandarin; Italian,2.5 - 5 yrs,
Mount Pleasant Neighbourhood House at Eric Hamber Secondary,902 West 33rd Avenue,236-756-0010,lranasinghe@mpnh.org,mpnh.org/our-programs/childcare/,,English,2.5 - 5 yrs,
Mount Pleasant Neighbourhood House at Eric Hamber Secondary (Infant/Toddler),902 West 33rd Avenue,236-756-0010,childcareathamber@mpnh.org,mpnh.org/our-programs/childcare/,,English,0 - 18 mo; 19 - 36 mo,
Mount Pleasant Neighbourhood House Kid's Peak After School Care Program,800 East Broadway,604-879-8208,JBhullar@mpnh.org,mpnh.org,,English; 323,5 - 12 yrs,Dickens
Mount Pleasant YMCA Kids Club (School Age on School Grounds),2300 Guelph Street,604-872-2344,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Mount Pleasant
My Whole Earth Academy,208 - 2031 West 41st Avenue,778-379-1858,registrar@mywholeearth.ca,mywholeearth.ca/,,English,5 - 12 yrs,
My Whole Earth Academy,208 - 2031 West 41st Avenue,778-379-1858,registrar@mywholeearth.ca,mywholeearth.ca/,,English,2.5 - 5 yrs,
Nadi's Licensed Family Child Care,#201-990 Broughton Street,604-689-1066,nadiafshar50@gmail.com,,,English; Farsi,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Nahar Licensed Family Child Care,6329 Chester Street,604-620-5125,snkhan92@hotmail.com,,,English; Urdu; Hindi; Arabic; Bengali,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Name,Address Line 1,Phone1,Main Email,Website,Curriculum,Language,Age Groups Served,Schools Served
Nana Daycare Licensed Family Child Care,518 East 59th Avenue,604-365-9239,nanadaycarevan@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Nelson Park YMCA Kids Club,1155 Thurlow Street,778-237-6305,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Roberts Annex
New Hope Childcare (3-5 Program),2551 East 49th Avenue,604-321-6125,nhcc2002@gmail.com,,,English,2.5 - 5 yrs,
New Hope Out of School Care,2551 East 49th Avenue,604-321-6130,cabuhler56@gmail.com,,,English; Spanish; Mandarin; Punjabi; Hindi; Cantonese,5 - 12 yrs,Weir; Kingsford-Smith; Corpus Christi
Niki Child Care,,604-742-0670,,,,English; Farsi,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Nini Licensed Family Child Care,565 East 50th Avenue,604-876-6519,azarkhorramshahi@yahoo.ca,,,English; Farsi,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Norquay School Age Child Care Centre,4710 Slocan Street,604-435-0323,AMerton@cnh.bc.ca,,Play Based,English,5 - 12 yrs,Norquay
North Creek Montessori Preschool,108-1500 Howe Street,604-687-6701,info@lionsgatemontessori.org,lionsgatemontessori.org/,Montessori,English; Mandarin,2.5 - 5 yrs,
Oakridge Montessori Children's Learning Centre,7190 Oak Street,604-263-1686,oakridgemontessoriadmin@shaw.ca,oakridgemontessori.com/,Montessori,English; Spanish; French,2.5 - 5 yrs,
Oakridge Montessori Children’s Learning Centre,619 West 45th Avenue,604-564-6460,llaadmin@shaw.ca,,Montessori,English,2.5 - 5 yrs,
Oasis Montessori Academy,655 West 8th Avenue,604-928-0951,montessoricare@yahoo.ca,,Montessori,English,2.5 - 5 yrs,
Oh! Petits Pieds Child Care,,778-814-5284,,,,English; French; Arabic,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Orca Rising School Age Care,2330 East 37th Avenue,604-324-6212,jeanete.wong@southvan.org,,,English,5 - 12 yrs,Cunningham
Orchid Licensed Family Child Care,789 East 14th Avenue,778-737-8521,orchidvancouver@yahoo.com,,,English; Tagalog; Cantonese,5 - 12 yrs; 0 - 18 mo; 19 - 36 mo,Nightingale
Osprey - Out of School Care,#4406 - 6133 University Blvd,604-822-5343,childcare@housing.ubc.ca,,,English,5 - 12 yrs,University Hill
Our House Child Care Centre,123 West 16th Avenue,604-707-0311,mountpleasantcc@vancouver.ca,,,English,2.5 - 5 yrs,
Our House Child Care Centre - Occasional Child Care,123 West 16th Avenue,604-707-0311,,,Play Based,English; Spanish; French,2.5 - 5 yrs,
Our House Preschool,123 West 16th Avenue,604-707-0311,rebecca.hachey@vancouver.ca,mountpleasantcc.ca,Emergent/Play Based,English,2.5 - 5 yrs,
Our Lady of Perpetual Help Junior Kindergarten,2550 Camosun Street,604-228-8811,jrkindergarten@olphbc.ca,,,English,2.5 - 5 yrs,
Our Lady of Perpetual Help Parish Preschool,2550 Camosun Street,604-221-0002,jrkindergarten@olphbc.ca,,Reggio Inspired,English; Italian,2.5 - 5 yrs,
Our Lady of Sorrows Childcare (Group Child Care - School Age),575 Slocan Street,604-254-2434,office@myolosschool.com,ourladyofsorrows.ca,,English,5 - 12 yrs,Our Lady of Sorrows
Our Lady of Sorrows Preschool,575 Slocan Street,604-253-2434,preschool@myolosschool.com,,Religious,English; Italian,2.5 - 5 yrs,
Pacific Spirit Out-of-School Child Care Centre,5580 (C) Osoyoos Cresent,604-822-5343,childcare@housing.ubc.ca,,,English,5 - 12 yrs,Norma Rose Point
Panda Licensed Family Child Care,#302-2260 West 10th Avenue,604-727-7269,,,,English; Polish,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Pebbles & Piaget Early Learning Kingsway,3550 Kingsway,604-620-3121,kingsway@pebblesandpiaget.ca,pebblesandpiaget.ca,,English,2.5 - 5 yrs,
Pebbles & Piaget Early Learning Kingsway (Infant/Toddler),3550 Kingsway,604-620-3121,kingsway@pebblesandpiaget.ca,pebblesandpiaget.ca,,English,0 - 18 mo; 19 - 36 mo,
Pebbles & Piaget Early Learning Kingsway ll,3528 Kingsway,604-620-3121,kingsway@pebblesandpiaget.ca,pebblesandpiaget.ca,,English,2.5 - 5 yrs,
Peninsula Montessori Academy Fraser,3456 Fraser Street,778-994-1288,info@peninsulama.com,,Montessori,English,2.5 - 5 yrs,
Peninsula Montessori Academy Oak,989 West 28th Avenue,778-994-1288,info@peninsulama.com,peninsulama.com/locations,Montessori,English,2.5 - 5 yrs,
Philip's Licensed Family Child Care,6111 Victoria Drive,604-301-9869,lagunzad101@hotmail.com,,,English; Tagalog,0 - 18 mo; 19 - 36 mo,Tecumseh
Piccola Casa Licensed Family Child Care,133 West 1st Avenue,604-306-5303,piccolacasa.vesna@gmail.com,,Play Based,English; Serbian; Croatian; Bosnian,2.5 - 5 yrs; 19 - 36 mo,
Pink and Blue Licensed Family Child Care,562 East 16th Avenue,604-879-6799,mang.k56@gmail.com,,,English; Punjabi; Hindi,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Play and Learn Montessori In-Home Multi-Age Child Care,34 East 46th Avenue,778-996-8019,gurmichael@yahoo.ca,,Montessori,English; Russian; Ukrainian,2.5 - 5 yrs,
Play Play Play In-Home Multi-Age Child Care,6763 Butler Street,778-881-5133,lisaliudreams@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Play to Learn Children's Centre Licensed Family Child Care,3932 West 16th Avenue,604-346-5431,georgia@playtolearncenters.ca,,,English,2.5 - 5 yrs,
Plum Treehouse In-Home Multi-Age Child Care,3530 West 42nd Ave,236-863-3791,lusuyan1212@gmail.com,,,English; Mandarin,5 - 12 yrs; 2.5 - 5 yrs,Kerrisdale Annex; Kerrisdale
Pooh Corner Day Care Centre - Over Three,975 Lagoon Drive,604-684-9734,info@poohcornerdaycare.com,poohcornerdaycare.com,Reggio Inspired,English; Japanese; French; German,2.5 - 5 yrs,
Pooh Corner Day Care Centre - Toddler Program,975 Lagoon Drive,604-684-9734,info@poohcornerdaycare.com,poohcornerdaycare.com,Reggio Inspired,English; Japanese; French; German,19 - 36 mo,
Poppins Preschool,6470 Victoria Drive,604-324-6212,candice.leung@southvan.org,,Play Based,English; Mandarin; Urdu; Punjabi; Hindi; Cantonese,2.5 - 5 yrs,
Pre-Maternelle Pomme d'Api,2190 East 44th Avenue,604-800-1197,registrar@pommedapi.org,pommedapi.org,French Immers,English; French,2.5 - 5 yrs,
Precious Moments Licensed Family Child Care,#1-1160 Comox Street,604-325-1312,,,,English; Cantonese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Thunderbird
Pro Tot House Inc. (Multi-Age),5488 Elm Street,604-763-3333,,protothouse.weebly.com/,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
ProjectKIDS Out of School Care,2465 Crown Street,236-518-1663,info@projectpeoplehub.ca,projectpeoplehub.ca,,English,5 - 12 yrs,Our Lady of Perpetual Help
Promise Vancouver Group Child Care,805 East Pender Street (Ukrainian Cultural Centre - Lower,604-800-4783,connect@promisevancouver.ca,promisevancouver.ca/after-school-care/,,English; Hall),5 - 12 yrs,Strathcona
Quadra Child Care,4315 West 6th Avenue,604-224-5911,alice_pennington@telus.net,,Play Based,English; Tagalog; Hindi; Cantonese; Hebrew,2.5 - 5 yrs,
Quail Cottage Child Care,,250-216-8560,,,,English,2.5 - 5 yrs,
Queen Alexandra Out of School Care,1300 East Broadway,604-713-4468,queenalex@cedarcottage.org,,,English; Tagalog,5 - 12 yrs,Queen Alexandra
Rain or Shine Child Care Centre (Multi-Age),3289 Matapan Crescent,604-258-6593,rainorshinefamilychildcare@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Rainbow Child Care,,778-681-4161,,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
RainbowDay Licensed Family Child Care,#207-228 East 7th Avenue,236-777-6751,rainbowday4u@yahoo.com,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Raise N' Rise Childcare Centre In-Home Multi-Age Child Care,3538 Napier Street,236-971-3788,raise.n.rise3538@gmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs,
RAMO Childcare Centre,4895 Mackenzie St,604-365-8128,,,,English,0 - 18 mo; 19 - 36 mo,
Reach for the Stars Montessori Learning Academy IV,2343 Arbutus Street,604-688-7827,reachforthestars@telus.net,,Montessori,English,2.5 - 5 yrs,
Reach for the Stars Montessori Learning Academy ll,3606 Nanaimo Street,604-688-7827,reachforthestars@telus.net,,Montessori,English; Tagalog,2.5 - 5 yrs,
Reach for the Stars Montessori lll,3085 Main Street,604-688-7827,reachforthestars@telus.net,,Montessori,English,2.5 - 5 yrs,
Red Apple Montessori In-Home Multi-Age Child Care,1030 East 55th Avenue,778-829-8752,shuya_han@yahoo.com,,Montessori,English; Mandarin; Cantonese,2.5 - 5 yrs; 19 - 36 mo,
Renfrew Park Community Centre Out of School Care,2929 East 22nd Avenue,604-257-8388,childcaremanager@renfrewcc.com,,,English,5 - 12 yrs,Nootka
Renfrew Park Community Centre Preschool,2929 East 22nd Avenue,604-257-8391,Renfrew.Preschool@vancouver.ca,,Play Based,English; Spanish; Mandarin; Cantonese,2.5 - 5 yrs,
Renfrew School Age Child Care Centre,3315 East 22 Avenue,604-431-6863,AMerton@cnh.bc.ca,,,English,5 - 12 yrs,Renfrew
Reni's Happy Place Licensed Family Child Care,#1104 - 840 Broughton Street,778-707-2878,renib73@hotmail.com,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Riley Park Preschool,4575 Clancy Loranger Way,604-257-8652,michelle.noel@vancouver.ca,,Play Based,English,2.5 - 5 yrs,
Rising Sun Montessori Daycare,4306 Victoria Drive,604-568-6889,risingsunmontessori@hotmail.com,,Montessori,English,2.5 - 5 yrs,
Robert Lee YMCA Kids Club,955 Burrard Street,604-652-2420,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca,,English,5 - 12 yrs,Roberts Annex
Roberts Annex YMCA Kids Club,1150 Nelson Street,672-377-3319,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Roberts Annex
Royal Academy,3695 Moscrop St,778-322-0288,ccaachildcare@gmail.com,royaleducation.ca/,,English,2.5 - 5 yrs,
Rupert YMCA Kids Club (School Age Care on School Grounds),3150 Kitchener Street,604-218-3426,ymcakidsclubs@bc.ymca.ca,gv.ymca.ca/,,English,5 - 12 yrs,Wakwanas ta syaqwam (Begbie)
Sandy's Licensed Family Child Care,163 West 1st Avenue,604-877-1987,talary@novuscom.net,,,English,5 - 12 yrs; 2.5 - 5 yrs; 19 - 36 mo,
Saw-whet Out-of-School Child Care Centre,2850 A Salmo Ct,604-822-5343,childcare@housing.ubc.ca,,,English,5 - 12 yrs,Norma Rose Point
Scuola d'Infanzia l'albero Magico,3075 Slocan Street,604-430-3337,edda@iccvancouver.ca,,,English,2.5 - 5 yrs,
Season Explorations Childcare,4534 Gladstone,778-316-6111,suizhong6994@gmail.com,,,English,0 - 18 mo; 19 - 36 mo,
Secord Out of School Care,2500 Lakewood Drive,604-874-4231,kcooper@cedarcottage.org,,,English,5 - 12 yrs,Secord
Seksik Early Care and Learning Centre,570 East Cordova Street,604-215-1851,seksik@atira.bc.ca,atira.bc.ca/,,English,2.5 - 5 yrs,
Seksik Early Care and Learning Centre,570 East Cordova Street,604-215-1851,seksik@atira.bc.ca,atira.bc.ca/,,English,0 - 18 mo; 19 - 36 mo,
Selkirk Out of School Care (School Age on School Grounds),1750 East 22nd Avenue,604-876-2044,selkirk@cedarcottage.org,,,English; Japanese; Punjabi,5 - 12 yrs,Selkirk Annex; Selkirk; Kingsford-Smith
Service de Garde La Marelle,590 West 65th Avenue,604-999-6914,info@sdglescolibris.ca,,,English,5 - 12 yrs,Ecole des Colibris
Service De Garde Le Parasol (School Age Care on School Grounds),7051 Killarney Street,604-999-1843,parasol@apeah.net,,,English; French,5 - 12 yrs,Anne Hebert
Service de Garde Le Petit Jardin,2882 East 4th Avenue,778-877-3030,ecole_norvalmorrisseau@csf.bc.ca,,,English; French,5 - 12 yrs,Norval-Morrisseau
Service de Garde Les Aventuriers,4275 Crown Street,236-992-7149,,,,English; French,5 - 12 yrs,
Service De Garde Les Copains,5445 Baillie Street,778-239-9027,info@sdglescopains.com,sdglescopains.ca,,English; French,5 - 12 yrs,Rose Des Vents
Sexsmith Community Preschool,7410 Columbia Street,604-324-6355,preschoolsexsmith@gmail.com,sexsmithpreschool.com,Play Based,English; French,2.5 - 5 yrs,
Shannon Day Care Centre - Over Three,#290-1200 West 73rd Avenue,604-263-3421,ShannonDaycare@telus.net,shannondaycare.com,,English; Mandarin,2.5 - 5 yrs,
Shannon Day Care Centre - Toddler Program,290-1200 West 73rd Avenue,604-263-3421,ShannonDaycare@telus.net,,,English; Mandarin,19 - 36 mo,
Shaughnessy Heights Early Learning Centre,1550 West 33rd Avenue,604-261-6711,info@shelcs.com,,Play Based,English; Spanish; Tagalog; Mandarin; Hindi; Greek; French; Cantonese; Filipino,2.5 - 5 yrs,
Shaughnessy Heights Out of School Care,1550 West 33rd Avenue,604-261-6711,info@shelcs.com,,,English; Spanish; Tagalog; Mandarin; Hindi; Greek; French; Cantonese,5 - 12 yrs,Shaughnessy
Shaughnessy Point Grey Out of School Society SPG (School Age Care on School Grounds),5300 Maple Street,604-261-0515,spgoutofschoolcare@gmail.com,,,English; German,5 - 12 yrs,Quilchena
Shining Smile Childcare Centre,3976 West 38th Avenue,604-269-6606,unigeeducation@gmail.com,shiningsmilechildcare.ca/,,English,0 - 18 mo; 19 - 36 mo,
Shining Smile Childcare Centre (Multi-Age),4749 Osler Street,778-387-7768,pengli-0214@hotmail.com,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Shining Smile Group Child Care,2 - 2325 West 21st Avenue,778-855-7855,unigeeducation@gmail.com,,,English,0 - 18 mo; 19 - 36 mo,
Shiny Days Licensed Family Child Care,#304-1205 Howe Street,604-970-9391,nazari_talebi@yahoo.com,,,English; Farsi,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Silver Moon Childcare and Early Learning Centre,2771 East 27th Avenue,778-867-4226,nilushakya@yahoo.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Singing Frog Aboriginal Head Start Preschool,2150 McLean Drive,604-253-5388,coordinator@sf.acc-society.bc.ca,,Play Based,English,2.5 - 5 yrs,
Small House Licensed Family Child Care,#112 - 633 West 8th Avenue,604-760-4009,childshouse0@gmail.com,,,English; Serbian,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Small Wonderland Licensed Family Child Care,#106-1220 Cardero Street,604-669-8486,valentinanikolic@yahoo.com,,,English; Serbian,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,Roberts
Smiley Daycare,77 Malta Place,604-416-5050,Smileydaycareltd@gmail.com,,,English,0 - 18 mo; 19 - 36 mo,
Smiley Daycare Boundary,1133 Boundary Road,604-416-5051,smileydaycareltd@gmail.com,,,English,0 - 18 mo; 19 - 36 mo,
Snowflake Licensed Family Child Care,458 East 53rd Avenue,778-855-3420,sukjeetrohilla@hotmail.com,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,
Societe de la Garderie V’la L’Bon Vent,5445 Baillie Street,604-653-7622,inscriptions@prematernellevbv.com,,Parent Involvement,English; Spanish; French,2.5 - 5 yrs,
South Van NBH House Out of School Care,6470 Victoria Drive,604-324-6212,jeanette@southvan.org,,,English; Tagalog; Mandarin; Punjabi; Hindi; French; Cantonese; Vietnamese,5 - 12 yrs,Tecumseh; Fleming; Waverley; Cunningham
